timestamp,username,event_type,ip_address,city,country,latitude,longitude,device_id,session_id,prev_city,prev_country,prev_latitude,prev_longitude,prev_timestamp,distance_km,time_diff_hours,travel_speed_kmh,is_impossible_travel,hour_of_day,day_of_week,hour_sin,hour_cos,day_sin,day_cos,speed_log,distance_log,time_diff_log,is_same_country,is_first_login,lat_diff,lon_diff,manhattan_distance_deg,speed_category,distance_category,speed_zscore,exceeds_900kmh,exceeds_500kmh,exceeds_300kmh,very_short_interval,short_interval,very_long_distance,long_distance,high_risk_combo
2024-12-21 03:19:28,user001,LOGIN_SUCCESS,6.169.107.190,Chicago,USA,41.8781,-87.6298,device_9814,session_37770,Paris,France,48.8566,2.3522,2024-10-21 03:43:50,6650.627492389446,1463.5938888888888,4.544038850448042,0,3,5,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,1.712723449893522,8.802616839555004,7.289333274754884,0,0,6.978499999999997,89.982,96.9605,0,2,-0.12493260754425306,0,0,0,0,0,0,1,0
2024-02-09 10:36:27,user002,LOGIN_FAILED,104.213.148.30,Istanbul,Turkey,41.0082,28.9784,device_7636,session_12733,FIRST_LOGIN,FIRST_LOGIN,0.0,0.0,1970-01-01 00:00:00,0.0,0.0,0.0,0,10,4,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,9.999995000003334e-07,9.999995000003334e-07,9.999995000003334e-07,0,1,41.0082,28.9784,69.98660000000001,0,0,-0.1266863210239924,0,0,0,1,1,0,0,0
2024-02-29 08:04:24,user002,LOGIN_FAILED,174.117.161.106,Singapore,Singapore,1.3521,103.8198,device_6785,session_77699,Istanbul,Turkey,41.0082,28.9784,2024-02-09 10:36:27,8641.647509980492,477.4658333333333,18.09898616127261,0,8,3,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,2.949635305440917,9.064464239741588,6.170584806741564,0,0,39.6561,74.8414,114.4975,0,2,-0.11970124958308467,0,0,0,0,0,0,1,0
2024-03-03 11:55:43,user002,LOGIN_FAILED,51.89.145.91,Bangkok,Thailand,13.7563,100.5018,device_6326,session_98236,Singapore,Singapore,1.3521,103.8198,2024-02-29 08:04:24,1426.7589579203727,75.85527777777777,18.808960954571177,0,11,6,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,2.9861344592654016,7.263861332377586,4.341924156991607,0,0,12.4042,3.317999999999998,15.722199999999997,0,1,-0.11942724392286454,0,0,0,0,0,0,0,0
2024-03-20 11:32:00,user002,LOGIN_SUCCESS,14.175.219.250,Singapore,Singapore,1.3521,103.8198,device_1131,session_66928,Bangkok,Thailand,13.7563,100.5018,2024-03-03 11:55:43,1426.7589579203727,407.6047222222222,3.500349432022815,0,11,2,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1.5041552675271161,7.263861332377586,6.012748241842463,0,0,12.4042,3.317999999999998,15.722199999999997,0,1,-0.12533540608141194,0,0,0,0,0,0,0,0
2024-03-24 12:49:25,user002,LOGIN_SUCCESS,166.78.61.77,Mumbai,India,19.076,72.8777,device_9042,session_66670,Singapore,Singapore,1.3521,103.8198,2024-03-20 11:32:00,3903.777132277807,97.29027777777776,40.12504868363604,0,12,6,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,3.7166174171975364,8.269955988501142,4.58792512885265,0,0,17.7239,30.942099999999996,48.666,0,1,-0.11120057341759765,0,0,0,0,0,0,0,0
2024-04-08 06:53:03,user002,LOGIN_SUCCESS,9.233.25.236,Singapore,Singapore,1.3521,103.8198,device_6904,session_36097,Mumbai,India,19.076,72.8777,2024-03-24 12:49:25,3903.777132277807,354.06055555555554,11.025732946027832,0,6,0,1.0,6.123233995736766e-17,0.0,1.0,2.4870488491419738,8.269955988501142,5.8722883567746225,0,0,17.7239,30.942099999999996,48.666,0,1,-0.1224310808889859,0,0,0,0,0,0,0,0
2024-04-20 04:35:46,user002,LOGIN_SUCCESS,136.216.56.199,Bangkok,Thailand,13.7563,100.5018,device_5720,session_41147,Singapore,Singapore,1.3521,103.8198,2024-04-08 06:53:03,1426.7589579203727,285.71194444444444,4.993697273296183,0,4,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.790708629505374,7.263861332377586,5.658478037331585,0,0,12.4042,3.317999999999998,15.722199999999997,0,1,-0.12475906764651443,0,0,0,0,0,0,0,0
2024-04-21 07:32:38,user002,LOGIN_SUCCESS,144.101.214.57,New York,USA,40.7128,-74.006,device_8359,session_87236,Bangkok,Thailand,13.7563,100.5018,2024-04-20 04:35:46,13931.97784091451,26.947777777777777,516.9991364706658,0,7,6,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,6.249973577143552,9.542013815781065,3.330337725165023,0,0,26.956500000000002,174.5078,201.4643,2,3,0.07284286093993766,0,1,1,0,0,1,1,0
2024-05-30 07:25:44,user002,LOGIN_SUCCESS,79.188.242.142,Singapore,Singapore,1.3521,103.8198,device_9698,session_55056,New York,USA,40.7128,-74.006,2024-04-21 07:32:38,15332.498089280069,935.885,16.382886881700284,0,7,3,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,2.85548626723655,9.63779513176366,6.842560543649786,0,0,39.3607,177.82580000000002,217.18650000000002,0,3,-0.12036355607697836,0,0,0,0,0,1,1,0
2024-06-07 07:47:27,user002,LOGIN_SUCCESS,159.40.30.36,Singapore,Singapore,1.3521,103.8198,device_7136,session_75369,Singapore,Singapore,1.3521,103.8198,2024-05-30 07:25:44,0.0,192.36194444444445,0.0,0,7,4,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,9.999995000003334e-07,9.999995000003334e-07,5.264563797600532,1,0,0.0,0.0,0.0,0,0,-0.1266863210239924,0,0,0,0,0,0,0,0
2024-06-19 13:51:42,user002,LOGIN_SUCCESS,69.81.55.98,Singapore,Singapore,1.3521,103.8198,device_1634,session_71694,Singapore,Singapore,1.3521,103.8198,2024-06-07 07:47:27,0.0,294.0708333333333,0.0,0,13,2,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,9.999995000003334e-07,9.999995000003334e-07,5.6872154439006755,1,0,0.0,0.0,0.0,0,0,-0.1266863210239924,0,0,0,0,0,0,0,0
2024-07-25 13:02:35,user002,LOGIN_SUCCESS,1.46.155.228,Mexico City,Mexico,19.4326,-99.1332,device_9328,session_83706,Singapore,Singapore,1.3521,103.8198,2024-06-19 13:51:42,16606.701883703423,863.1813888888889,19.23894803278837,0,13,3,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,3.0076089178136103,9.717621835702356,6.761782688770347,0,0,18.0805,202.953,221.0335,0,3,-0.1192612959281398,0,0,0,0,0,1,1,0
2024-08-08 03:24:28,user002,LOGIN_SUCCESS,219.192.226.118,São Paulo,Brazil,-23.5505,-46.6333,device_1589,session_14306,Mexico City,Mexico,19.4326,-99.1332,2024-07-25 13:02:35,7432.023693148179,326.3647222222222,22.772141678008023,0,3,3,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,3.16851441942179,8.913688012416726,5.791074910879551,0,0,42.9831,52.499900000000004,95.483,0,2,-0.11789770518297259,0,0,0,0,0,0,1,0
2024-08-18 18:27:24,user002,LOGIN_SUCCESS,181.109.105.72,New York,USA,40.7128,-74.006,device_2025,session_85674,São Paulo,Brazil,-23.5505,-46.6333,2024-08-08 03:24:28,7685.625561806095,255.04888888888888,30.133930774167418,0,18,6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,3.438298278250282,8.947237157717325,5.545368402374415,0,0,64.2633,27.372700000000002,91.636,0,2,-0.11505651715667305,0,0,0,0,0,0,1,0
2024-08-24 09:08:53,user002,LOGIN_SUCCESS,10.20.172.166,Los Angeles,USA,34.0522,-118.2437,device_1266,session_19103,New York,USA,40.7128,-74.006,2024-08-18 18:27:24,3935.746254609722,134.6913888888889,29.220474204601462,0,9,5,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,3.4085196815588636,8.278109837662637,4.91038311522493,1,0,6.660600000000002,44.237700000000004,50.898300000000006,0,1,-0.1154090539971198,0,0,0,0,0,0,0,0
2024-08-30 04:41:11,user002,LOGIN_SUCCESS,206.4.114.65,Bangkok,Thailand,13.7563,100.5018,device_6004,session_94245,Los Angeles,USA,34.0522,-118.2437,2024-08-24 09:08:53,13303.07384170947,139.53833333333333,95.33633893942743,0,4,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,4.56784560940117,9.495825571271482,4.945480293789259,0,0,20.2959,218.7455,239.04139999999998,0,3,-0.08989248448129009,0,0,0,0,0,1,1,0
2024-09-20 16:28:31,user002,LOGIN_SUCCESS,76.98.164.132,London,UK,51.5074,-0.1278,device_2349,session_22577,Bangkok,Thailand,13.7563,100.5018,2024-08-30 04:41:11,9531.81864073198,515.7888888888889,18.48007750082674,0,16,4,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,2.9693923280228374,9.162495718052883,6.2476344543442925,0,0,37.751099999999994,100.6296,138.3807,0,2,-0.11955417227120779,0,0,0,0,0,0,1,0
2024-10-22 10:35:04,user002,LOGIN_FAILED,229.213.242.30,Toronto,Canada,43.6532,-79.3832,device_9106,session_91618,London,UK,51.5074,-0.1278,2024-09-20 16:28:31,5712.479886317635,762.1091666666666,7.495618916779379,0,10,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,2.1395507267732747,8.65058355437713,6.6374010979394065,0,0,7.854199999999999,79.25540000000001,87.1096,0,2,-0.12379348309589036,0,0,0,0,0,0,1,0
2024-10-29 06:58:02,user002,LOGIN_FAILED,67.241.76.94,Mexico City,Mexico,19.4326,-99.1332,device_7430,session_39269,Toronto,Canada,43.6532,-79.3832,2024-10-22 10:35:04,3261.043855773244,164.3827777777778,19.83811138768876,0,6,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,3.0367836363763865,8.090109227840195,5.108262658533911,0,0,24.220599999999997,19.75,43.9706,0,1,-0.11903005652050334,0,0,0,0,0,0,0,0
2024-11-08 07:41:04,user002,LOGIN_SUCCESS,233.154.209.30,Amsterdam,Netherlands,52.3676,4.9041,device_3290,session_15943,Mexico City,Mexico,19.4326,-99.1332,2024-10-29 06:58:02,9216.698351551602,240.71722222222223,38.2884874894537,0,7,4,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,3.670931562213244,9.128880649003602,5.487768543847623,0,0,32.935,104.0373,136.97230000000002,0,2,-0.11190937064152241,0,0,0,0,0,0,1,0
2024-12-03 17:11:01,user002,LOGIN_SUCCESS,202.105.125.213,Toronto,Canada,43.6532,-79.3832,device_8278,session_21094,Amsterdam,Netherlands,52.3676,4.9041,2024-11-08 07:41:04,5981.953612634073,609.4991666666666,9.814539444490473,0,17,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,2.3808915660833745,8.696669640332077,6.414276930186467,0,0,8.714400000000005,84.2873,93.0017,0,2,-0.12289852547740734,0,0,0,0,0,0,1,0
2024-01-08 08:26:14,user003,LOGIN_FAILED,194.104.33.46,Dubai,UAE,25.2048,55.2708,device_8197,session_90879,FIRST_LOGIN,FIRST_LOGIN,0.0,0.0,1970-01-01 00:00:00,0.0,0.0,0.0,0,8,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,9.999995000003334e-07,9.999995000003334e-07,9.999995000003334e-07,0,1,25.2048,55.2708,80.4756,0,0,-0.1266863210239924,0,0,0,1,1,0,0,0
2024-01-27 21:47:20,user003,LOGIN_SUCCESS,74.241.143.233,Dubai,UAE,25.2048,55.2708,device_2650,session_66479,Dubai,UAE,25.2048,55.2708,2024-01-08 08:26:14,0.0,469.3516666666667,0.0,0,21,5,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,9.999995000003334e-07,9.999995000003334e-07,6.153480643998295,1,0,0.0,0.0,0.0,0,0,-0.1266863210239924,0,0,0,0,0,0,0,0
2024-01-29 10:50:46,user003,LOGIN_SUCCESS,104.60.108.207,London,UK,51.5074,-0.1278,device_9570,session_70079,Dubai,UAE,25.2048,55.2708,2024-01-27 21:47:20,5473.42971971502,37.05722222222222,147.7021047851976,0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.0019450146650835,8.607843388659614,3.6390909013037196,0,0,26.302599999999998,55.3986,81.7012,1,2,-0.06968258917382651,0,0,0,0,0,0,1,0
2024-02-10 11:59:28,user003,LOGIN_SUCCESS,192.245.109.52,Toronto,Canada,43.6532,-79.3832,device_9824,session_45537,London,UK,51.5074,-0.1278,2024-01-29 10:50:46,5712.479886317635,289.145,19.75645398093564,0,11,5,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,3.0328572817188784,8.65058355437713,5.670380801468723,0,0,7.854199999999999,79.25540000000001,87.1096,0,2,-0.1190615711487133,0,0,0,0,0,0,1,0
2024-02-21 20:39:24,user003,LOGIN_SUCCESS,5.249.41.2,Berlin,Germany,52.52,13.405,device_1118,session_33516,Toronto,Canada,43.6532,-79.3832,2024-02-10 11:59:28,6475.890668350825,272.6655555555556,23.75030705714262,0,20,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,3.208837935690476,8.775995839211955,5.61190676434085,0,0,8.866800000000005,92.7882,101.655,0,2,-0.11752019480789437,0,0,0,0,0,0,1,0
2024-03-15 00:16:35,user003,LOGIN_SUCCESS,149.213.151.40,Istanbul,Turkey,41.0082,28.9784,device_4214,session_53236,Berlin,Germany,52.52,13.405,2024-02-21 20:39:24,1737.8688729773523,531.6197222222222,3.269007526118277,0,0,4,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.451381604990574,7.4609901083930685,6.277807704654778,0,0,11.511800000000001,15.573400000000001,27.0852,0,1,-0.12542468952113725,0,0,0,0,0,0,0,0
2024-03-19 10:36:40,user003,LOGIN_SUCCESS,234.200.195.53,Bangkok,Thailand,13.7563,100.5018,device_7400,session_18350,Istanbul,Turkey,41.0082,28.9784,2024-03-15 00:16:35,7466.72011719385,106.33472222222224,70.2190212298634,0,10,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,4.265759948885177,8.918345026481255,4.67595220606782,0,0,27.251900000000003,71.52340000000001,98.77530000000002,0,2,-0.09958619091555954,0,0,0,0,0,0,1,0
2024-03-26 20:07:55,user003,LOGIN_SUCCESS,234.185.80.187,Dubai,UAE,25.2048,55.2708,device_5786,session_67870,Bangkok,Thailand,13.7563,100.5018,2024-03-19 10:36:40,4884.799475260827,177.52083333333334,27.516767376190558,0,20,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,3.350492278333185,8.49408821050494,5.184705313362815,0,0,11.4485,45.231,56.679500000000004,0,1,-0.11606657778352265,0,0,0,0,0,0,0,0
2024-04-12 21:23:09,user003,LOGIN_SUCCESS,29.27.124.243,Tokyo,Japan,35.6762,139.6503,device_3419,session_47707,Dubai,UAE,25.2048,55.2708,2024-03-26 20:07:55,7930.007138690951,409.25388888888887,19.37674229613472,0,21,4,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,3.014394216013321,8.97853531030873,6.016776211677568,0,0,10.471400000000003,84.37949999999998,94.85089999999998,0,2,-0.11920811600054358,0,0,0,0,0,0,1,0
2024-05-03 12:31:19,user003,LOGIN_SUCCESS,245.88.192.199,Bangkok,Thailand,13.7563,100.5018,device_2468,session_70774,Tokyo,Japan,35.6762,139.6503,2024-04-12 21:23:09,4598.948474425863,495.1361111111111,9.288250990430862,0,12,4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,2.3310026608219387,8.433800381420077,6.206850308657615,0,0,21.919900000000002,39.148499999999984,61.06839999999998,0,1,-0.123101639752283,0,0,0,0,0,0,0,0
2024-05-05 01:30:23,user003,LOGIN_SUCCESS,236.76.91.239,Los Angeles,USA,34.0522,-118.2437,device_1579,session_82465,Bangkok,Thailand,13.7563,100.5018,2024-05-03 12:31:19,13303.07384170947,36.98444444444444,359.69375886374223,0,1,6,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,5.888029287687049,9.495825571271482,3.6371767455184685,0,0,20.2959,218.7455,239.04139999999998,1,3,0.012132869185014371,0,0,1,0,0,1,1,0
2024-05-27 22:18:44,user003,LOGIN_SUCCESS,19.119.135.202,Amsterdam,Netherlands,52.3676,4.9041,device_4241,session_65723,Los Angeles,USA,34.0522,-118.2437,2024-05-05 01:30:23,8939.70922096556,548.8058333333333,16.28938447440985,0,22,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,2.850092756808489,9.098370196337056,6.309565187412443,0,0,18.315400000000004,123.1478,141.4632,0,2,-0.12039964213113635,0,0,0,0,0,0,1,0
2024-07-01 22:35:31,user003,LOGIN_FAILED,127.57.75.32,Amsterdam,Netherlands,52.3676,4.9041,device_6727,session_22265,Amsterdam,Netherlands,52.3676,4.9041,2024-05-27 22:18:44,0.0,840.2797222222222,0.0,0,22,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,9.999995000003334e-07,9.999995000003334e-07,6.734924212545435,1,0,0.0,0.0,0.0,0,0,-0.1266863210239924,0,0,0,0,0,0,0,0
2024-07-06 11:51:47,user003,LOGIN_SUCCESS,7.174.194.25,Istanbul,Turkey,41.0082,28.9784,device_8014,session_55238,Amsterdam,Netherlands,52.3676,4.9041,2024-07-01 22:35:31,2211.9475619494947,109.27111111111113,20.242747963826417,0,11,5,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,3.0560156119081516,7.702080644763312,4.7029419890658,0,0,11.3594,24.0743,35.4337,0,1,-0.11887389222672795,0,0,0,0,0,0,0,0
2024-07-21 13:47:21,user003,LOGIN_SUCCESS,42.101.245.246,London,UK,51.5074,-0.1278,device_5354,session_25570,Istanbul,Turkey,41.0082,28.9784,2024-07-06 11:51:47,2500.784258429436,361.9261111111111,6.909654157728612,0,13,6,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,2.068084185093288,7.824759460062645,5.894199265642889,0,0,10.499199999999995,29.1062,39.605399999999996,0,1,-0.12401962867483898,0,0,0,0,0,0,0,0
2024-08-25 21:14:41,user003,LOGIN_SUCCESS,239.253.42.75,Paris,France,48.8566,2.3522,device_8671,session_67325,London,UK,51.5074,-0.1278,2024-07-21 13:47:21,343.5560603410416,847.4555555555555,0.405397142173221,0,21,6,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.3403206378547941,5.8422568096991,6.7434177044639885,0,0,2.6507999999999967,2.48,5.130799999999997,0,0,-0.1265298631995161,0,0,0,0,0,0,0,0
2024-09-09 03:06:15,user003,LOGIN_SUCCESS,35.198.232.95,Mexico City,Mexico,19.4326,-99.1332,device_9850,session_64935,Paris,France,48.8566,2.3522,2024-08-25 21:14:41,9196.253275498591,341.8594444444444,26.90068513521228,0,3,0,0.7071067811865476,0.7071067811865476,0.0,1.0,3.328651281184864,9.12666016155782,5.837320583137802,0,0,29.424,101.4854,130.9094,0,2,-0.11630434681811731,0,0,0,0,0,0,1,0
2024-09-28 12:30:51,user003,LOGIN_FAILED,116.253.123.22,Sydney,Australia,-33.8688,151.2093,device_1203,session_63296,Mexico City,Mexico,19.4326,-99.1332,2024-09-09 03:06:15,12972.84803781232,465.41,27.874020837137834,0,12,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,3.3629422924980426,9.470690920956782,6.145065077773795,0,0,53.3014,250.34250000000003,303.64390000000003,0,3,-0.11592870039497766,0,0,0,0,0,1,1,0
2024-10-20 19:25:34,user003,LOGIN_SUCCESS,243.43.156.54,Mexico City,Mexico,19.4326,-99.1332,device_6633,session_37752,Sydney,Australia,-33.8688,151.2093,2024-09-28 12:30:51,12972.84803781232,534.9119444444444,24.25230577209455,0,19,6,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,3.2289175088592192,9.470690920956782,6.283969866687989,0,0,53.3014,250.34250000000003,303.64390000000003,0,3,-0.11732645484611208,0,0,0,0,0,1,1,0
2024-11-28 10:06:45,user003,LOGIN_SUCCESS,163.140.134.149,Seoul,South Korea,37.5665,126.978,device_9918,session_84732,Mexico City,Mexico,19.4326,-99.1332,2024-10-20 19:25:34,12051.638082389243,926.6863888888888,13.005088050164783,0,10,3,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,2.639420767147036,9.39703884303964,6.832693733740881,0,0,18.133899999999997,226.1112,244.24509999999998,0,3,-0.12166717418801798,0,0,0,0,0,1,1,0
2024-01-19 04:54:02,user004,LOGIN_SUCCESS,215.152.169.236,Istanbul,Turkey,41.0082,28.9784,device_2436,session_16426,FIRST_LOGIN,FIRST_LOGIN,0.0,0.0,1970-01-01 00:00:00,0.0,0.0,0.0,0,4,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,9.999995000003334e-07,9.999995000003334e-07,9.999995000003334e-07,0,1,41.0082,28.9784,69.98660000000001,0,0,-0.1266863210239924,0,0,0,1,1,0,0,0
